,date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_3_normalized,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_9_normalized,smart_9_raw,smart_12_normalized,smart_12_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_raw,smart_240_raw,smart_241_raw,smart_242_raw
395532,2022-10-01,S301GT5F,ST4000DM000,4000787030016,0,117.0,145795640.0,91.0,100.0,19.0,100.0,0.0,88.0,686218774.0,31.0,60693.0,100.0,19.0,96.0,4.0,100.0,0.0,95.0,5.0,100.0,0.0,100.0,0.0,73.0,27.0,100.0,0.0,95.0,11630.0,27.0,27.0,100.0,0.0,100.0,0.0,0.0,60596.0,68672006712.0,387970764808.0
395533,2022-10-02,S301GT5F,ST4000DM000,4000787030016,0,111.0,35530928.0,91.0,100.0,19.0,100.0,0.0,88.0,689000863.0,31.0,60717.0,100.0,19.0,96.0,4.0,100.0,0.0,95.0,5.0,100.0,0.0,100.0,0.0,74.0,26.0,100.0,0.0,95.0,11630.0,26.0,26.0,100.0,0.0,100.0,0.0,0.0,60620.0,68673933696.0,388268960419.0
395534,2022-10-03,S301GT5F,ST4000DM000,4000787030016,0,118.0,169464080.0,91.0,100.0,19.0,100.0,0.0,88.0,690778286.0,31.0,60741.0,100.0,19.0,96.0,4.0,100.0,0.0,95.0,5.0,100.0,0.0,100.0,0.0,73.0,27.0,100.0,0.0,95.0,11630.0,27.0,27.0,100.0,0.0,100.0,0.0,0.0,60644.0,68675736224.0,388525529897.0
395535,2022-10-04,S301GT5F,ST4000DM000,4000787030016,0,116.0,107320616.0,91.0,100.0,19.0,100.0,0.0,88.0,692204693.0,31.0,60765.0,100.0,19.0,96.0,4.0,100.0,0.0,95.0,5.0,100.0,0.0,100.0,0.0,74.0,26.0,100.0,0.0,95.0,11632.0,26.0,26.0,100.0,0.0,100.0,0.0,0.0,60668.0,68677178008.0,388766125141.0
395536,2022-10-05,S301GT5F,ST4000DM000,4000787030016,0,117.0,128445736.0,91.0,100.0,19.0,100.0,0.0,88.0,693300303.0,31.0,60789.0,100.0,19.0,96.0,4.0,100.0,0.0,95.0,5.0,100.0,0.0,100.0,0.0,74.0,26.0,100.0,0.0,95.0,11667.0,26.0,26.0,100.0,0.0,100.0,0.0,0.0,60691.0,68678769024.0,388797377459.0
395537,2022-10-06,S301GT5F,ST4000DM000,4000787030016,0,118.0,176460576.0,91.0,100.0,19.0,100.0,0.0,88.0,694026573.0,31.0,60801.0,100.0,19.0,96.0,4.0,100.0,0.0,95.0,5.0,100.0,0.0,100.0,0.0,73.0,27.0,100.0,0.0,95.0,11671.0,27.0,27.0,100.0,0.0,100.0,0.0,0.0,60703.0,68679422040.0,388873060247.0
395538,2022-10-07,S301GT5F,ST4000DM000,4000787030016,0,117.0,157516472.0,91.0,100.0,19.0,100.0,0.0,88.0,695168948.0,31.0,60825.0,100.0,19.0,96.0,4.0,100.0,0.0,95.0,5.0,100.0,0.0,100.0,0.0,73.0,27.0,100.0,0.0,95.0,11672.0,27.0,27.0,100.0,0.0,100.0,0.0,0.0,60727.0,68681961968.0,389123695443.0
395539,2022-10-08,S301GT5F,ST4000DM000,4000787030016,0,114.0,71613240.0,91.0,100.0,19.0,100.0,0.0,88.0,696461378.0,31.0,60848.0,100.0,19.0,96.0,4.0,100.0,0.0,95.0,5.0,100.0,0.0,100.0,0.0,73.0,27.0,100.0,0.0,95.0,11672.0,27.0,27.0,100.0,0.0,100.0,0.0,0.0,60751.0,68695183760.0,389401541955.0
395540,2022-10-09,S301GT5F,ST4000DM000,4000787030016,0,114.0,78949040.0,91.0,100.0,19.0,100.0,0.0,88.0,698222832.0,31.0,60872.0,100.0,19.0,96.0,4.0,100.0,0.0,95.0,5.0,100.0,0.0,100.0,0.0,73.0,27.0,100.0,0.0,95.0,11672.0,27.0,27.0,100.0,0.0,100.0,0.0,0.0,60775.0,68696529064.0,389721253723.0
395541,2022-10-10,S301GT5F,ST4000DM000,4000787030016,0,117.0,122537768.0,91.0,100.0,19.0,100.0,0.0,88.0,700902799.0,31.0,60896.0,100.0,19.0,96.0,4.0,100.0,0.0,95.0,5.0,100.0,0.0,100.0,0.0,73.0,27.0,100.0,0.0,95.0,11672.0,27.0,27.0,100.0,0.0,100.0,0.0,0.0,60799.0,68698361272.0,389986144833.0
